time,signal_1
29.421,-15875
29.422,-15749
29.423,-15577
29.424,-15561
29.425,-15536
29.426,-15561
29.427,-15602
29.428,-15575
29.429,-15488
29.430,-15367
29.431,-15314
29.432,-15277
29.433,-15233
29.434,-15237
29.435,-15337
29.436,-15293
29.437,-15089
29.438,-14929
29.439,-14881
29.440,-14890
29.441,-14959
29.442,-15217
29.443,-15673
29.444,-15683
29.445,-15504
29.446,-15430
29.447,-15423
29.448,-15482
29.449,-15462
29.450,-15425
29.451,-15494
29.452,-15597
29.453,-15504
29.454,-15364
29.455,-15210
29.456,-15193
29.457,-15238
29.458,-15261
29.459,-15251
29.460,-15197
29.461,-15351
29.462,-15573
29.463,-15676
29.464,-15641
29.465,-15702
29.466,-15671
29.467,-15640
29.468,-15624
29.469,-15601
29.470,-15499
29.471,-15382
29.472,-15276
29.473,-15231
29.474,-15297
29.475,-15341
29.476,-15306
29.477,-15259
29.478,-15276
29.479,-15254
29.480,-15274
29.481,-15393
29.482,-15494
29.483,-15545
29.484,-15611
29.485,-15664
29.486,-15649
29.487,-15599
29.488,-15464
29.489,-15419
29.490,-15477
29.491,-15486
29.492,-15411
29.493,-15311
29.494,-15245
29.495,-15210
29.496,-15158
29.497,-15401
29.498,-15702
29.499,-15499
29.500,-15362
29.501,-15567
29.502,-16027
29.503,-16200
29.504,-16004
29.505,-15825
29.506,-15739
29.507,-15784
29.508,-15855
29.509,-15869
29.510,-15831
29.511,-15879
29.512,-15859
29.513,-15830
29.514,-15885
29.515,-15932
29.516,-15941
29.517,-15930
29.518,-15884
29.519,-15866
29.520,-15991
29.521,-16082
29.522,-16327
29.523,-16340
29.524,-16171
29.525,-16121
29.526,-16120
29.527,-16044
29.528,-15954
29.529,-15921
29.530,-15940
29.531,-15977
29.532,-15984
29.533,-16405
29.534,-16671
29.535,-16467
29.536,-16232
29.537,-16190
29.538,-16153
29.539,-16189
29.540,-16275
29.541,-16359
29.542,-16337
29.543,-16299
29.544,-16351
29.545,-16437
29.546,-16479
29.547,-16519
29.548,-16585
29.549,-16620
29.550,-16587
29.551,-16642
29.552,-16704
29.553,-16758
29.554,-16924
29.555,-17082
29.556,-17059
29.557,-16923
29.558,-16939
29.559,-16987
29.560,-16973
29.561,-16988
29.562,-17109
29.563,-17154
29.564,-17182
29.565,-17199
29.566,-17235
29.567,-17201
29.568,-17130
29.569,-17166
29.570,-17208
29.571,-17223
29.572,-17222
29.573,-17326
29.574,-17431
29.575,-17472
29.576,-17498
29.577,-17608
29.578,-17665
29.579,-17665
29.580,-17694
29.581,-17757
29.582,-17799
29.583,-17796
29.584,-17930
29.585,-17941
29.586,-17885
29.587,-17939
29.588,-17957
29.589,-17941
29.590,-17994
29.591,-18080
29.592,-18127
29.593,-18141
29.594,-18176
29.595,-18210
29.596,-18253
29.597,-18227
29.598,-18153
29.599,-18134
29.600,-18170
29.601,-18229
29.602,-18449
29.603,-18385
29.604,-18239
29.605,-18169
29.606,-18178
29.607,-18258
29.608,-18439
29.609,-18459
29.610,-18327
29.611,-18259
29.612,-18187
29.613,-18179
29.614,-18194
29.615,-18159
29.616,-18136
29.617,-17974
29.618,-17837
29.619,-17828
29.620,-17807
29.621,-17809
29.622,-17676
29.623,-17556
29.624,-17494
29.625,-17549
29.626,-17382
29.627,-17231
29.628,-17242
29.629,-17317
29.630,-17205
29.631,-17143
29.632,-17033
29.633,-16901
29.634,-16863
29.635,-16907
29.636,-17009
29.637,-17201
29.638,-17217
29.639,-16914
29.640,-16762
29.641,-16710
29.642,-16637
29.643,-16545
29.644,-16487
29.645,-16451
29.646,-16379
29.647,-16231
29.648,-16228
29.649,-16259
29.650,-16026
29.651,-16047
29.652,-16232
29.653,-16064
29.654,-16100
29.655,-16037
29.656,-16159
29.657,-16147
29.658,-15856
29.659,-15687
29.660,-15601
29.661,-15643
29.662,-15666
29.663,-15552
29.664,-15461
29.665,-15409
29.666,-15471
29.667,-15517
29.668,-15459
29.669,-15369
29.670,-15246
29.671,-15147
29.672,-15150
29.673,-15152
29.674,-15154
29.675,-15158
29.676,-15115
29.677,-15061
29.678,-15073
29.679,-15122
29.680,-15082
29.681,-15143
29.682,-15248
29.683,-15268
29.684,-15243
29.685,-15201
29.686,-15130
29.687,-15026
29.688,-14984
29.689,-15029
29.690,-15101
29.691,-15104
29.692,-15073
29.693,-15066
29.694,-15069
29.695,-15141
29.696,-15116
29.697,-15125
29.698,-15234
29.699,-15213
29.700,-15210
29.701,-15201
29.702,-15154
29.703,-15134
29.704,-15155
29.705,-15082
29.706,-15059
29.707,-15060
29.708,-15003
29.709,-14900
29.710,-14869
29.711,-14847
29.712,-14930
29.713,-14906
29.714,-14882
29.715,-15099
29.716,-15389
29.717,-15389
29.718,-15253
29.719,-15174
29.720,-15229
29.721,-15257
29.722,-15251
29.723,-15216
29.724,-15181
29.725,-15192
29.726,-15141
29.727,-15181
29.728,-15127
29.729,-15114
29.730,-15191
29.731,-15426
29.732,-15335
29.733,-15225
29.734,-15141
29.735,-15046
29.736,-15091
29.737,-15211
29.738,-15258
29.739,-15268
29.740,-15247
29.741,-15329
29.742,-15301
29.743,-15207
29.744,-15233
29.745,-15405
29.746,-15396
29.747,-15299
29.748,-15372
29.749,-15459
29.750,-15387
29.751,-15257
29.752,-15310
29.753,-15385
29.754,-15345
29.755,-15337
29.756,-15351
29.757,-15306
29.758,-15183
29.759,-15174
29.760,-15264
29.761,-15241
29.762,-15227
29.763,-15269
29.764,-15291
29.765,-15224
29.766,-15208
29.767,-15199
29.768,-15317
29.769,-15434
29.770,-15371
29.771,-15309
29.772,-15223
29.773,-15239
29.774,-15244
29.775,-15247
29.776,-15234
29.777,-15247
29.778,-15257
29.779,-15327
29.780,-15359
29.781,-15320
29.782,-15307
29.783,-15272
29.784,-15281
29.785,-15337
29.786,-15328
29.787,-15251
29.788,-15339
29.789,-15439
29.790,-15565
29.791,-15639
29.792,-15622
29.793,-15492
29.794,-15434
29.795,-15621
29.796,-15658
29.797,-15457
29.798,-15297
29.799,-15197
29.800,-15174
29.801,-15092
29.802,-14886
29.803,-14771
29.804,-14909
29.805,-15225
29.806,-15394
29.807,-15580
29.808,-15569
29.809,-15281
29.810,-15211
29.811,-15289
29.812,-15299
29.813,-15328
29.814,-15518
29.815,-15502
29.816,-15501
29.817,-15491
29.818,-15441
29.819,-15483
29.820,-15448
29.821,-15378
29.822,-15316
29.823,-15298
29.824,-15306
29.825,-15361
29.826,-15377
29.827,-15279
29.828,-15193
29.829,-15267
29.830,-15490
29.831,-15621
29.832,-15641
29.833,-15533
29.834,-15404
29.835,-15378
29.836,-15336
29.837,-15283
29.838,-15334
29.839,-15424
29.840,-15452
29.841,-15432
29.842,-15401
29.843,-15546
29.844,-15578
29.845,-15449
29.846,-15429
29.847,-15424
29.848,-15386
29.849,-15393
29.850,-15486
29.851,-15714
29.852,-15736
29.853,-15613
29.854,-15588
29.855,-15594
29.856,-15590
29.857,-15571
29.858,-15570
29.859,-15599
29.860,-15652
29.861,-15687
29.862,-15677
29.863,-15704
29.864,-15930
29.865,-16042
29.866,-15946
29.867,-15850
29.868,-15854
29.869,-16008
29.870,-16077
29.871,-16123
29.872,-16061
29.873,-16025
29.874,-16058
29.875,-15936
29.876,-15824
29.877,-15796
29.878,-15736
29.879,-15726
29.880,-15743
29.881,-15734
29.882,-15735
29.883,-15771
29.884,-15810
29.885,-15856
29.886,-15779
29.887,-15591
29.888,-15495
29.889,-15436
29.890,-15364
29.891,-15378
29.892,-15498
29.893,-15594
29.894,-15557
29.895,-15360
29.896,-15239
29.897,-15225
29.898,-15172
29.899,-15291
29.900,-15581
29.901,-15739
29.902,-15706
29.903,-15671
29.904,-15695
29.905,-15696
29.906,-15640
29.907,-15563
29.908,-15512
29.909,-15520
29.910,-15531
29.911,-15442
29.912,-15392
29.913,-15281
29.914,-15211
29.915,-15197
29.916,-15263
29.917,-15443
29.918,-15194
29.919,-15001
29.920,-14943
29.921,-14922
29.922,-14949
29.923,-14881
29.924,-14878
29.925,-14801
29.926,-14776
29.927,-14742
29.928,-14707
29.929,-14659
29.930,-14609
29.931,-14733
29.932,-14846
29.933,-14792
29.934,-14869
29.935,-14793
29.936,-14687
29.937,-14692
29.938,-14709
29.939,-14686
29.940,-14616
29.941,-14652
29.942,-14671
29.943,-14628
29.944,-14642
29.945,-14749
29.946,-14754
29.947,-14624
29.948,-14639
29.949,-14824
29.950,-14898
29.951,-14879
29.952,-14779
29.953,-14686
29.954,-14585
29.955,-14599
29.956,-14652
29.957,-14742
29.958,-14779
29.959,-14813
29.960,-14709
29.961,-14684
29.962,-14685
29.963,-14689
29.964,-14731
29.965,-14860
29.966,-14909
29.967,-14877
29.968,-14871
29.969,-14792
29.970,-14872
29.971,-14976
29.972,-15009
29.973,-15090
29.974,-15229
29.975,-15373
29.976,-15372
29.977,-15332
29.978,-15349
29.979,-15457
29.980,-15593
29.981,-15560
29.982,-15569
29.983,-15619
29.984,-15717
29.985,-15754
29.986,-15954
29.987,-16423
29.988,-16721
29.989,-16922
29.990,-16780
29.991,-16702
29.992,-16535
29.993,-16061
29.994,-15666
29.995,-15763
29.996,-16026
29.997,-16114
29.998,-16400
29.999,-16967
30.000,-16991
30.001,-16657
30.002,-16549
30.003,-16671
30.004,-17079
30.005,-17314
30.006,-17594
30.007,-17751
30.008,-17540
30.009,-17194
30.010,-16557
30.011,-15794
30.012,-15178
30.013,-14829
30.014,-14695
30.015,-14770
30.016,-15026
30.017,-15172
30.018,-15381
30.019,-15519
30.020,-15514
30.021,-15335
30.022,-14979
30.023,-14499
30.024,-14101
30.025,-13861
30.026,-13825
30.027,-14045
30.028,-14421
30.029,-14694
30.030,-14937
30.031,-15213
30.032,-15556
30.033,-15753
30.034,-15718
30.035,-15716
30.036,-15743
30.037,-15732
30.038,-15688
30.039,-15580
30.040,-15476
30.041,-15499
30.042,-15536
30.043,-15544
30.044,-15526
30.045,-15596
30.046,-15580
30.047,-15541
30.048,-15534
30.049,-15446
30.050,-15433
30.051,-15452
30.052,-15396
30.053,-15364
30.054,-15362
30.055,-15380
30.056,-15438
30.057,-15499
30.058,-15438
30.059,-15472
30.060,-15481
30.061,-15515
30.062,-15476
30.063,-15340
30.064,-15349
30.065,-15378
30.066,-15339
30.067,-15321
30.068,-15292
30.069,-15270
30.070,-15350
30.071,-15358
30.072,-15384
30.073,-15413
30.074,-15405
30.075,-15351
30.076,-15457
30.077,-15479
30.078,-15410
30.079,-15455
30.080,-15407
30.081,-15429
30.082,-15461
30.083,-15457
30.084,-15361
30.085,-15319
30.086,-15432
30.087,-15521
30.088,-15504
30.089,-15431
30.090,-15481
30.091,-15452
30.092,-15367
30.093,-15317
30.094,-15382
30.095,-15410
30.096,-15496
30.097,-15590
30.098,-15625
30.099,-15649
30.100,-15599
30.101,-15532
30.102,-15439
30.103,-15310
30.104,-15280
30.105,-15314
30.106,-15541
30.107,-15611
30.108,-15497
30.109,-15376
30.110,-15241
30.111,-15186
30.112,-15184
30.113,-15253
30.114,-15310
30.115,-15327
30.116,-15581
30.117,-15958
30.118,-16098
30.119,-16089
30.120,-16188
30.121,-16215
30.122,-16209
30.123,-16134
30.124,-16118
30.125,-16003
30.126,-15937
30.127,-15977
30.128,-15938
30.129,-15899
30.130,-15912
30.131,-15816
30.132,-15663
30.133,-15626
30.134,-15654
30.135,-15676
30.136,-15762
30.137,-15787
30.138,-15814
30.139,-16089
30.140,-16156
30.141,-16084
30.142,-15986
30.143,-15901
30.144,-15822
30.145,-15764
30.146,-15763
30.147,-15989
30.148,-16281
30.149,-16129
30.150,-16132
30.151,-16210
30.152,-16240
30.153,-16262
30.154,-16301
30.155,-16383
30.156,-16399
30.157,-16451
30.158,-16492
30.159,-16484
30.160,-16427
30.161,-16384
30.162,-16314
30.163,-16320
30.164,-16303
30.165,-16309
30.166,-16446
30.167,-16567
30.168,-16637
30.169,-16585
30.170,-16555
30.171,-16589
30.172,-16678
30.173,-16771
30.174,-16786
30.175,-16832
30.176,-16881
30.177,-17012
30.178,-17042
30.179,-17070
30.180,-17127
30.181,-17103
30.182,-17059
30.183,-17022
30.184,-17073
30.185,-17106
30.186,-17201
30.187,-17219
30.188,-17181
30.189,-17258
30.190,-17347
30.191,-17562
30.192,-17677
30.193,-17637
30.194,-17656
30.195,-17713
30.196,-17761
30.197,-17854
30.198,-17895
30.199,-17871
30.200,-17927
30.201,-17842
30.202,-17751
30.203,-17762
30.204,-17746
30.205,-17691
30.206,-17706
30.207,-17714
30.208,-18025
30.209,-18369
30.210,-18230
30.211,-18141
30.212,-18183
30.213,-18187
30.214,-18084
30.215,-17951
30.216,-17862
30.217,-17859
30.218,-17948
30.219,-17781
30.220,-17810
30.221,-18073
30.222,-18098
30.223,-18074
30.224,-18124
30.225,-18143
30.226,-18196
30.227,-18111
30.228,-17919
30.229,-17800
30.230,-17934
30.231,-18027
30.232,-18012
30.233,-17912
30.234,-17797
30.235,-17749
30.236,-17830
30.237,-18186
30.238,-18176
30.239,-17855
30.240,-17732
30.241,-17653
30.242,-17658
30.243,-17546
30.244,-17561
30.245,-17651
30.246,-17637
30.247,-17591
30.248,-17482
30.249,-17401
30.250,-17384
30.251,-17295
30.252,-17220
30.253,-17151
30.254,-17082
30.255,-17079
30.256,-17032
30.257,-16914
30.258,-16809
30.259,-16686
30.260,-16532
30.261,-16439
30.262,-16357
30.263,-16318
30.264,-16304
30.265,-16229
30.266,-16325
30.267,-16258
30.268,-16106
30.269,-15949
30.270,-15731
30.271,-15624
30.272,-15652
30.273,-15701
30.274,-15674
30.275,-15631
30.276,-15624
30.277,-15667
30.278,-15766
30.279,-15818
30.280,-15789
30.281,-15797
30.282,-15809
30.283,-15807
30.284,-15791
30.285,-15680
30.286,-15568
30.287,-15534
30.288,-15422
30.289,-15283
30.290,-15131
30.291,-15061
30.292,-15141
30.293,-15413
30.294,-15457
30.295,-15444
30.296,-15372
30.297,-15208
30.298,-15089
30.299,-15069
30.300,-15106
30.301,-15071
30.302,-15014
30.303,-15031
30.304,-15142
30.305,-15182
30.306,-15157
30.307,-15049
30.308,-15076
30.309,-15118
30.310,-15029
30.311,-14894
30.312,-14877
30.313,-14839
30.314,-14787
30.315,-14804
30.316,-14826
30.317,-14881
30.318,-14892
30.319,-14973
30.320,-15047
30.321,-15003
30.322,-14944
30.323,-15097
30.324,-15283
30.325,-15266
30.326,-15199
30.327,-15154
30.328,-15142
30.329,-15101
30.330,-15053
30.331,-15002
30.332,-15051
30.333,-15085
30.334,-15036
30.335,-14947
30.336,-14949
30.337,-14982
30.338,-14955
30.339,-14954
30.340,-15190
30.341,-15342
30.342,-15124
30.343,-14941
30.344,-14974
30.345,-14926
30.346,-14952
30.347,-14962
30.348,-14909
30.349,-14862
30.350,-14793
30.351,-14781
30.352,-14920
30.353,-15257
30.354,-15421
30.355,-15321
30.356,-15162
30.357,-15047
30.358,-15090
30.359,-15100
30.360,-15009
30.361,-15066
30.362,-15052
30.363,-15001
30.364,-14994
30.365,-15054
30.366,-15191
30.367,-15238
30.368,-15199
30.369,-15147
30.370,-15106
30.371,-15283
30.372,-15434
30.373,-15324
30.374,-15175
30.375,-15162
30.376,-15219
30.377,-15194
30.378,-15262
30.379,-15506
30.380,-15623
30.381,-15553
30.382,-15402
30.383,-15304
30.384,-15274
30.385,-15186
30.386,-15284
30.387,-15292
30.388,-15299
30.389,-15251
30.390,-15138
30.391,-15241
30.392,-15326
30.393,-15326
30.394,-15334
30.395,-15299
30.396,-15208
30.397,-15208
30.398,-15209
30.399,-15165
30.400,-15137
30.401,-15156
30.402,-15188
30.403,-15224
30.404,-15291
30.405,-15367
30.406,-15433
30.407,-15474
30.408,-15496
30.409,-15486
30.410,-15472
30.411,-15520
30.412,-15551
30.413,-15560
30.414,-15509
30.415,-15421
30.416,-15388
30.417,-15302
30.418,-15221
30.419,-15273
30.420,-15193
30.421,-15144
30.422,-15157
30.423,-15236
30.424,-15117
30.425,-15014
30.426,-14935
30.427,-14881
30.428,-15191
30.429,-15467
30.430,-15273
30.431,-15151
30.432,-15156
30.433,-15201
30.434,-15120
30.435,-15144
30.436,-15134
30.437,-14932
30.438,-14880
30.439,-14876
30.440,-14880
30.441,-15117
30.442,-15494
30.443,-15644
30.444,-15543
30.445,-15448
30.446,-15285
30.447,-15305
30.448,-15290
30.449,-15206
30.450,-15264
30.451,-15298
30.452,-15247
30.453,-15147
30.454,-15119
30.455,-15094
30.456,-15103
30.457,-15009
30.458,-14982
30.459,-15051
30.460,-15092
30.461,-15087
30.462,-14934
30.463,-14989
30.464,-15159
30.465,-15317
30.466,-15319
30.467,-15370
30.468,-15322
30.469,-15234
30.470,-15131
30.471,-15195
30.472,-15247
30.473,-15181
30.474,-15068
30.475,-15133
30.476,-15167
30.477,-15196
30.478,-15280
30.479,-15177
30.480,-15209
30.481,-15243
30.482,-15306
30.483,-15314
30.484,-15319
30.485,-15341
30.486,-15378
30.487,-15331
30.488,-15321
30.489,-15354
30.490,-15297
30.491,-15225
30.492,-15136
30.493,-15076
30.494,-15108
30.495,-15108
30.496,-15097
30.497,-15143
30.498,-15241
30.499,-15293
30.500,-15249
30.501,-15249
30.502,-15194
30.503,-15216
30.504,-15252
30.505,-15109
30.506,-15087
30.507,-15156
30.508,-15332
30.509,-15497
30.510,-15607
30.511,-15647
30.512,-15581
30.513,-15517
30.514,-15550
30.515,-15564
30.516,-15503
30.517,-15419
30.518,-15304
30.519,-15076
30.520,-14923
30.521,-15188
30.522,-15304
30.523,-15269
30.524,-15479
30.525,-15590
30.526,-15826
30.527,-15901
30.528,-15810
30.529,-15894
30.530,-16050
30.531,-15999
30.532,-15914
30.533,-15872
30.534,-15844
30.535,-15772
30.536,-15723
30.537,-15794
30.538,-15916
30.539,-16056
30.540,-15969
30.541,-15850
30.542,-15749
30.543,-15577
30.544,-15507
30.545,-15563
30.546,-15489
30.547,-15475
30.548,-15602
30.549,-15527
30.550,-15446
30.551,-15459
30.552,-15488
30.553,-15543
30.554,-15539
30.555,-15556
30.556,-15670
30.557,-15687
30.558,-15720
30.559,-15688
30.560,-15552
30.561,-15546
30.562,-15452
30.563,-15326
30.564,-15464
30.565,-15460
30.566,-15274
30.567,-15206
30.568,-15149
30.569,-15111
30.570,-15087
30.571,-15046
30.572,-15066
30.573,-15089
30.574,-15114
30.575,-15076
30.576,-14971
30.577,-14867
30.578,-14883
30.579,-14931
30.580,-14872
30.581,-14875
30.582,-14837
30.583,-14804
30.584,-14981
30.585,-15166
30.586,-15023
30.587,-14978
30.588,-14864
30.589,-14513
30.590,-14424
30.591,-14505
30.592,-14563
30.593,-14537
30.594,-14648
30.595,-14621
30.596,-14609
30.597,-14696
30.598,-14647
30.599,-14611
30.600,-14604
30.601,-14707
30.602,-14697
30.603,-14789
30.604,-14837
30.605,-14811
30.606,-14884
30.607,-14855
30.608,-14822
30.609,-14917
30.610,-14978
30.611,-15046
30.612,-14951
30.613,-14864
30.614,-14842
30.615,-14872
30.616,-14911
30.617,-14947
30.618,-14897
30.619,-14896
30.620,-14936
30.621,-14939
30.622,-14881
30.623,-14858
30.624,-14824
30.625,-14819
30.626,-14864
30.627,-14923
30.628,-14947
30.629,-15046
30.630,-15333
30.631,-15548
30.632,-15509
30.633,-15421
30.634,-15396
30.635,-15354
30.636,-15341
30.637,-15304
30.638,-15334
30.639,-15412
30.640,-15478
30.641,-15537
30.642,-15771
30.643,-16087
30.644,-16305
30.645,-16391
30.646,-16411
30.647,-16436
30.648,-16364
30.649,-16255
30.650,-16341
30.651,-16312
30.652,-16312
30.653,-16768
30.654,-17192
30.655,-17212
30.656,-17293
30.657,-17464
30.658,-17477
30.659,-17513
30.660,-17482
30.661,-17761
30.662,-18234
30.663,-18510
30.664,-18622
30.665,-18218
30.666,-17455
30.667,-16872
30.668,-16227
30.669,-15736
30.670,-15348
30.671,-15058
30.672,-14939
30.673,-15058
30.674,-15432
30.675,-16071
30.676,-16131
30.677,-15877
30.678,-15248
30.679,-14606
30.680,-14122
30.681,-13842
30.682,-13714
30.683,-13682
30.684,-13758
30.685,-14133
30.686,-14643
30.687,-14972
30.688,-15112
30.689,-15286
30.690,-15607
30.691,-15831
30.692,-15877
30.693,-15856
30.694,-15909
30.695,-15844
30.696,-15729
30.697,-15709
30.698,-15751
30.699,-15692
30.700,-15655
30.701,-15611
30.702,-15547
30.703,-15518
30.704,-15538
30.705,-15425
30.706,-15462
30.707,-15469
30.708,-15479
30.709,-15489
30.710,-15541
30.711,-15535
30.712,-15516
30.713,-15447
30.714,-15392
30.715,-15333
30.716,-15245
30.717,-15192
30.718,-15183
30.719,-15221
30.720,-15222
30.721,-15229
30.722,-15421
30.723,-15661
30.724,-15459
30.725,-15279
30.726,-15436
30.727,-15695
30.728,-15602
30.729,-15456
30.730,-15284
30.731,-15350
30.732,-15383
30.733,-15347
30.734,-15341
30.735,-15423
30.736,-15522
30.737,-15459
30.738,-15419
30.739,-15420
30.740,-15447
30.741,-15500
30.742,-15477
30.743,-15426
30.744,-15416
30.745,-15451
30.746,-15418
30.747,-15393
30.748,-15443
30.749,-15427
30.750,-15424
30.751,-15421
30.752,-15399
30.753,-15586
30.754,-15755
30.755,-15703
30.756,-15557
30.757,-15392
30.758,-15337
30.759,-15428
30.760,-15535
30.761,-15431
30.762,-15449
30.763,-15363
30.764,-15453
30.765,-15767
30.766,-15757
30.767,-15622
30.768,-15601
30.769,-15759
30.770,-15958
30.771,-15819
30.772,-15737
30.773,-15760
30.774,-15836
30.775,-15872
30.776,-15766
30.777,-15703
30.778,-15807
30.779,-15851
30.780,-15934
30.781,-16022
30.782,-16002
30.783,-15836
30.784,-15736
30.785,-15756
30.786,-15844
30.787,-15739
30.788,-15619
30.789,-15613
30.790,-15964
30.791,-15977
30.792,-15781
30.793,-15706
30.794,-15706
30.795,-15729
30.796,-15829
30.797,-15962
30.798,-16024
30.799,-16051
30.800,-15999
30.801,-16006
30.802,-15980
30.803,-15977
30.804,-16038
30.805,-16154
30.806,-16095
30.807,-16162
30.808,-16192
30.809,-16047
30.810,-16001
30.811,-15973
30.812,-15991
30.813,-15962
30.814,-15996
30.815,-16155
30.816,-16434
30.817,-16431
30.818,-16384
30.819,-16324
30.820,-16411
30.821,-16434
30.822,-16414
30.823,-16403
30.824,-16377
30.825,-16436
30.826,-16442
30.827,-16391
30.828,-16414
30.829,-16484
30.830,-16602
30.831,-16667
30.832,-16718
30.833,-16954
30.834,-17059
30.835,-17061
30.836,-17086
30.837,-17149
30.838,-17169
30.839,-17051
30.840,-17084
30.841,-17134
30.842,-17244
30.843,-17493
30.844,-17609
30.845,-17451
30.846,-17310
30.847,-17417
30.848,-17531
30.849,-17501
30.850,-17489
30.851,-17493
30.852,-17399
30.853,-17454
30.854,-17392
30.855,-17353
30.856,-17470
30.857,-17572
30.858,-17577
30.859,-17606
30.860,-17565
30.861,-17577
30.862,-17672
30.863,-17731
30.864,-17761
30.865,-17711
30.866,-17808
30.867,-17914
30.868,-17794
30.869,-17706
30.870,-17681
30.871,-17649
30.872,-17673
30.873,-17724
30.874,-17922
30.875,-18016
30.876,-17830
30.877,-17813
30.878,-17949
30.879,-17936
30.880,-17862
30.881,-17897
30.882,-18077
30.883,-17969
30.884,-17806
30.885,-17839
30.886,-17906
30.887,-17796
30.888,-17816
30.889,-17793
30.890,-17682
30.891,-17644
30.892,-17674
30.893,-17822
30.894,-17659
30.895,-17622
30.896,-17657
30.897,-17540
30.898,-17383
30.899,-17281
30.900,-17356
30.901,-17286
30.902,-17224
30.903,-17177
30.904,-17146
30.905,-17002
30.906,-16887
30.907,-16827
30.908,-16654
30.909,-16606
30.910,-16632
30.911,-16702
30.912,-16832
30.913,-16737
30.914,-16638
30.915,-16887
30.916,-16821
30.917,-16604
30.918,-16419
30.919,-16236
30.920,-16254
30.921,-16291
30.922,-16284
30.923,-16231
30.924,-16071
30.925,-16064
30.926,-16064
30.927,-16022
30.928,-16027
30.929,-16057
30.930,-16237
30.931,-16187
30.932,-16017
30.933,-15854
30.934,-15761
30.935,-15730
30.936,-15772
30.937,-15722
30.938,-15706
30.939,-15620
30.940,-15591
30.941,-15444
30.942,-15435
30.943,-15469
30.944,-15478
30.945,-15416
30.946,-15357
30.947,-15375
30.948,-15221
30.949,-15107
30.950,-15099
30.951,-15099
30.952,-15089
30.953,-15098
30.954,-15276
30.955,-15241
30.956,-15156
30.957,-15139
30.958,-15133
30.959,-15162
30.960,-15233
30.961,-15160
30.962,-15133
30.963,-15216
30.964,-15291
30.965,-15327
30.966,-15242
30.967,-15304
30.968,-15215
30.969,-15134
30.970,-15227
30.971,-15261
30.972,-15252
30.973,-15182
30.974,-15053
30.975,-15015
30.976,-14956
30.977,-14961
30.978,-14999
30.979,-15043
30.980,-15029
30.981,-15065
30.982,-15201
30.983,-15207
30.984,-15092
30.985,-15087
30.986,-15159
30.987,-15147
30.988,-15073
30.989,-15119
30.990,-15196
30.991,-15347
30.992,-15321
30.993,-15152
30.994,-15057
30.995,-15001
30.996,-14975
30.997,-15007
30.998,-15112
30.999,-15060
31.000,-15057
31.001,-15007
31.002,-14953
31.003,-14982
31.004,-15004
31.005,-14996
31.006,-14997
31.007,-14998
31.008,-15011
31.009,-15029
31.010,-15037
31.011,-15032
31.012,-15227
31.013,-15281
31.014,-15040
31.015,-14913
31.016,-15135
31.017,-15424
31.018,-15284
31.019,-15282
31.020,-15267
31.021,-15129
31.022,-15037
31.023,-15111
31.024,-15182
31.025,-15188
31.026,-15120
31.027,-15129
31.028,-15149
31.029,-15193
31.030,-15237
31.031,-15230
31.032,-15244
31.033,-15294
31.034,-15315
31.035,-15226
31.036,-15238
31.037,-15352
31.038,-15437
31.039,-15485
31.040,-15576
31.041,-15635
31.042,-15661
31.043,-15609
31.044,-15572
31.045,-15543
31.046,-15452
31.047,-15435
31.048,-15418
31.049,-15423
31.050,-15341
31.051,-15252
31.052,-15271
31.053,-15223
31.054,-15209
31.055,-15231
31.056,-15189
31.057,-15194
31.058,-15241
31.059,-15334
31.060,-15356
31.061,-15236
31.062,-15240
31.063,-15261
31.064,-15290
31.065,-15477
31.066,-15649
31.067,-15659
31.068,-15672
31.069,-15536
31.070,-15498
31.071,-15506
31.072,-15536
31.073,-15521
31.074,-15450
31.075,-15419
31.076,-15364
31.077,-15284
31.078,-15370
31.079,-15430
31.080,-15389
31.081,-15352
31.082,-15360
31.083,-15416
31.084,-15330
31.085,-15234
31.086,-15100
31.087,-15161
31.088,-15147
31.089,-15134
31.090,-15219
31.091,-15385
31.092,-15387
31.093,-15320
31.094,-15303
31.095,-15301
31.096,-15194
31.097,-15090
31.098,-15190
31.099,-15362
31.100,-15325
31.101,-15339
31.102,-15837
31.103,-15892
31.104,-15477
31.105,-15394
31.106,-15498
31.107,-15680
31.108,-15537
31.109,-15423
31.110,-15439
31.111,-15475
31.112,-15462
31.113,-15489
31.114,-15492
31.115,-15450
31.116,-15364
31.117,-15311
31.118,-15261
31.119,-15305
31.120,-15341
31.121,-15321
31.122,-15330
31.123,-15247
31.124,-15222
31.125,-15266
31.126,-15309
31.127,-15221
31.128,-15132
31.129,-15036
31.130,-15015
31.131,-15084
31.132,-15098
31.133,-15226
31.134,-15295
31.135,-15196
31.136,-15136
31.137,-15040
31.138,-15072
31.139,-15074
31.140,-15067
31.141,-15247
31.142,-15296
31.143,-15426
31.144,-15499
31.145,-15619
31.146,-15626
31.147,-15586
31.148,-15496
31.149,-15418
31.150,-15287
31.151,-15381
31.152,-15457
31.153,-15617
31.154,-15774
31.155,-15672
31.156,-15491
31.157,-15398
31.158,-15494
31.159,-15527
31.160,-15518
31.161,-15617
31.162,-15615
31.163,-15521
31.164,-15494
31.165,-15492
31.166,-15452
31.167,-15529
31.168,-15574
31.169,-15628
