time,signal_1
76.575,-16047
76.576,-16037
76.577,-16072
76.578,-16059
76.579,-16016
76.580,-16054
76.581,-16116
76.582,-16241
76.583,-16256
76.584,-16268
76.585,-16252
76.586,-16258
76.587,-16266
76.588,-16276
76.589,-16192
76.590,-16181
76.591,-16075
76.592,-15902
76.593,-15876
76.594,-15884
76.595,-15899
76.596,-15747
76.597,-15725
76.598,-15962
76.599,-16144
76.600,-16135
76.601,-16151
76.602,-16196
76.603,-16283
76.604,-16354
76.605,-16356
76.606,-16304
76.607,-16209
76.608,-16148
76.609,-16160
76.610,-16114
76.611,-16146
76.612,-16257
76.613,-16276
76.614,-16239
76.615,-16210
76.616,-16146
76.617,-16141
76.618,-16107
76.619,-16049
76.620,-16079
76.621,-16141
76.622,-16227
76.623,-16174
76.624,-16095
76.625,-16124
76.626,-16041
76.627,-16093
76.628,-16124
76.629,-16172
76.630,-16272
76.631,-16272
76.632,-16357
76.633,-16584
76.634,-16730
76.635,-16803
76.636,-16816
76.637,-16722
76.638,-16645
76.639,-16615
76.640,-16605
76.641,-16546
76.642,-16539
76.643,-16564
76.644,-16587
76.645,-16609
76.646,-16642
76.647,-16731
76.648,-16898
76.649,-17027
76.650,-16986
76.651,-17011
76.652,-17027
76.653,-17015
76.654,-16982
76.655,-16898
76.656,-16781
76.657,-16695
76.658,-16565
76.659,-16532
76.660,-16591
76.661,-16596
76.662,-16796
76.663,-17069
76.664,-17189
76.665,-17197
76.666,-17159
76.667,-17066
76.668,-16972
76.669,-16817
76.670,-16625
76.671,-16535
76.672,-16556
76.673,-16536
76.674,-16472
76.675,-16454
76.676,-16508
76.677,-16464
76.678,-16481
76.679,-16646
76.680,-16729
76.681,-16778
76.682,-16777
76.683,-16691
76.684,-16648
76.685,-16571
76.686,-16511
76.687,-16619
76.688,-16783
76.689,-16911
76.690,-16873
76.691,-16878
76.692,-16901
76.693,-16859
76.694,-16755
76.695,-16612
76.696,-16529
76.697,-16413
76.698,-16372
76.699,-16426
76.700,-16391
76.701,-16211
76.702,-16159
76.703,-16122
76.704,-16064
76.705,-16054
76.706,-16141
76.707,-16199
76.708,-16256
76.709,-16348
76.710,-16370
76.711,-16352
76.712,-16301
76.713,-16338
76.714,-16381
76.715,-16410
76.716,-16418
76.717,-16485
76.718,-16589
76.719,-16600
76.720,-16586
76.721,-16670
76.722,-16656
76.723,-16543
76.724,-16377
76.725,-16252
76.726,-16149
76.727,-16075
76.728,-15981
76.729,-15861
76.730,-15699
76.731,-15622
76.732,-15614
76.733,-15543
76.734,-15598
76.735,-15619
76.736,-15769
76.737,-15810
76.738,-15835
76.739,-15842
76.740,-15898
76.741,-15920
76.742,-15971
76.743,-16053
76.744,-16152
76.745,-16263
76.746,-16349
76.747,-16372
76.748,-16377
76.749,-16198
76.750,-15991
76.751,-15926
76.752,-15795
76.753,-15654
76.754,-15767
76.755,-15839
76.756,-15879
76.757,-15987
76.758,-16080
76.759,-16236
76.760,-16276
76.761,-16303
76.762,-16353
76.763,-16341
76.764,-16403
76.765,-16342
76.766,-16199
76.767,-16183
76.768,-16054
76.769,-16011
76.770,-16038
76.771,-16204
76.772,-16278
76.773,-16395
76.774,-16502
76.775,-16477
76.776,-16491
76.777,-16552
76.778,-16711
76.779,-16937
76.780,-17106
76.781,-17325
76.782,-17492
76.783,-17445
76.784,-17436
76.785,-17301
76.786,-17201
76.787,-17172
76.788,-17089
76.789,-17094
76.790,-17317
76.791,-17564
76.792,-17804
76.793,-17927
76.794,-17947
76.795,-17984
76.796,-18119
76.797,-18377
76.798,-18799
76.799,-19116
76.800,-19178
76.801,-18943
76.802,-18346
76.803,-17759
76.804,-17004
76.805,-16460
76.806,-16046
76.807,-15910
76.808,-15842
76.809,-15795
76.810,-15872
76.811,-16032
76.812,-16190
76.813,-16231
76.814,-15950
76.815,-15438
76.816,-15090
76.817,-14726
76.818,-14469
76.819,-14391
76.820,-14448
76.821,-14741
76.822,-15189
76.823,-15495
76.824,-15777
76.825,-16051
76.826,-16291
76.827,-16465
76.828,-16531
76.829,-16433
76.830,-16434
76.831,-16495
76.832,-16537
76.833,-16483
76.834,-16219
76.835,-16151
76.836,-16277
76.837,-16347
76.838,-16377
76.839,-16424
76.840,-16442
76.841,-16446
76.842,-16386
76.843,-16267
76.844,-16366
76.845,-16589
76.846,-16769
76.847,-16851
76.848,-16854
76.849,-16861
76.850,-16929
76.851,-16901
76.852,-16912
76.853,-16969
76.854,-17037
76.855,-16999
76.856,-16939
76.857,-16846
76.858,-16666
76.859,-16442
76.860,-16294
76.861,-16331
76.862,-16402
76.863,-16382
76.864,-16349
76.865,-16385
76.866,-16416
76.867,-16353
76.868,-16297
76.869,-16270
76.870,-16324
76.871,-16267
76.872,-16274
76.873,-16345
76.874,-16452
76.875,-16511
76.876,-16564
76.877,-16542
76.878,-16510
76.879,-16561
76.880,-16567
76.881,-16577
76.882,-16570
76.883,-16486
76.884,-16336
76.885,-16304
76.886,-16304
76.887,-16302
76.888,-16404
76.889,-16585
76.890,-16663
76.891,-16825
76.892,-17048
76.893,-17221
76.894,-17278
76.895,-17156
76.896,-17051
76.897,-16929
76.898,-16951
76.899,-17041
76.900,-17085
76.901,-17037
76.902,-16885
76.903,-16786
76.904,-16729
76.905,-16701
76.906,-16746
76.907,-16733
76.908,-16706
76.909,-16704
76.910,-16692
76.911,-16697
76.912,-16686
76.913,-16649
76.914,-16703
76.915,-16692
76.916,-16748
76.917,-16811
76.918,-16904
76.919,-17100
76.920,-17191
76.921,-17274
76.922,-17347
76.923,-17328
76.924,-17216
76.925,-17063
76.926,-16956
76.927,-16975
76.928,-16997
76.929,-16952
76.930,-16921
76.931,-16866
76.932,-16862
76.933,-16816
76.934,-16769
76.935,-16836
76.936,-16972
76.937,-17072
76.938,-17248
76.939,-17404
76.940,-17494
76.941,-17417
76.942,-17330
76.943,-17323
76.944,-17333
76.945,-17290
76.946,-17149
76.947,-17223
76.948,-17436
76.949,-17554
76.950,-17594
76.951,-17615
76.952,-17609
76.953,-17622
76.954,-17628
76.955,-17606
76.956,-17611
76.957,-17641
76.958,-17619
76.959,-17486
76.960,-17386
76.961,-17388
76.962,-17347
76.963,-17312
76.964,-17377
76.965,-17523
76.966,-17593
76.967,-17649
76.968,-17632
76.969,-17806
76.970,-17952
76.971,-17922
76.972,-17874
76.973,-17908
76.974,-17937
76.975,-18045
76.976,-18164
76.977,-18207
76.978,-18172
76.979,-18239
76.980,-18226
76.981,-18237
76.982,-18270
76.983,-18278
76.984,-18275
76.985,-18323
76.986,-18409
76.987,-18612
76.988,-18685
76.989,-18751
76.990,-18799
76.991,-18843
76.992,-18862
76.993,-18814
76.994,-18867
76.995,-18959
76.996,-18987
76.997,-19058
76.998,-19224
76.999,-19296
77.000,-19180
77.001,-19175
77.002,-19255
77.003,-19287
77.004,-19251
77.005,-19260
77.006,-19267
77.007,-19210
77.008,-19129
77.009,-19099
77.010,-19079
77.011,-19065
77.012,-19016
77.013,-19019
77.014,-19114
77.015,-19213
77.016,-19279
77.017,-19421
77.018,-19518
77.019,-19554
77.020,-19648
77.021,-19782
77.022,-19788
77.023,-19837
77.024,-19810
77.025,-19777
77.026,-19805
77.027,-19887
77.028,-20019
77.029,-20102
77.030,-19901
77.031,-19744
77.032,-19672
77.033,-19612
77.034,-19357
77.035,-19159
77.036,-19026
77.037,-18804
77.038,-18636
77.039,-18566
77.040,-18497
77.041,-18435
77.042,-18337
77.043,-18199
77.044,-18106
77.045,-18017
77.046,-18037
77.047,-18010
77.048,-18003
77.049,-17987
77.050,-17969
77.051,-17975
77.052,-18097
77.053,-18186
77.054,-18236
77.055,-18258
77.056,-18238
77.057,-18241
77.058,-18243
77.059,-18232
77.060,-18147
77.061,-17964
77.062,-17922
77.063,-17822
77.064,-17597
77.065,-17347
77.066,-17114
77.067,-16984
77.068,-16977
77.069,-16965
77.070,-16944
77.071,-16855
77.072,-16876
77.073,-16937
77.074,-16912
77.075,-16921
77.076,-16900
77.077,-16928
77.078,-16984
77.079,-17009
77.080,-16991
77.081,-16976
77.082,-16924
77.083,-16947
77.084,-16972
77.085,-16941
77.086,-16857
77.087,-16748
77.088,-16664
77.089,-16614
77.090,-16521
77.091,-16473
77.092,-16421
77.093,-16379
77.094,-16327
77.095,-16347
77.096,-16442
77.097,-16408
77.098,-16477
77.099,-16511
77.100,-16427
77.101,-16354
77.102,-16334
77.103,-16413
77.104,-16507
77.105,-16589
77.106,-16650
77.107,-16572
77.108,-16482
77.109,-16411
77.110,-16509
77.111,-16672
77.112,-16756
77.113,-16579
77.114,-16477
77.115,-16471
77.116,-16448
77.117,-16443
77.118,-16396
77.119,-16344
77.120,-16206
77.121,-16042
77.122,-16067
77.123,-16014
77.124,-15964
77.125,-15949
77.126,-15947
77.127,-15954
77.128,-15947
77.129,-15992
77.130,-16212
77.131,-16452
77.132,-16541
77.133,-16608
77.134,-16690
77.135,-16651
77.136,-16536
77.137,-16521
77.138,-16479
77.139,-16421
77.140,-16476
77.141,-16580
77.142,-16580
77.143,-16582
77.144,-16646
77.145,-16560
77.146,-16511
77.147,-16504
77.148,-16491
77.149,-16530
77.150,-16457
77.151,-16323
77.152,-16147
77.153,-16159
77.154,-16146
77.155,-15969
77.156,-16003
77.157,-16076
77.158,-16041
77.159,-15898
77.160,-15751
77.161,-15721
77.162,-15699
77.163,-15667
77.164,-15564
77.165,-15430
77.166,-15481
77.167,-15636
77.168,-15757
77.169,-15817
77.170,-15846
77.171,-15891
77.172,-15911
77.173,-15947
77.174,-16072
77.175,-16268
77.176,-16357
77.177,-16321
77.178,-16261
77.179,-16259
77.180,-16311
77.181,-16362
77.182,-16427
77.183,-16536
77.184,-16691
77.185,-16772
77.186,-16720
77.187,-16717
77.188,-16699
77.189,-16619
77.190,-16608
77.191,-16631
77.192,-16620
77.193,-16656
77.194,-16618
77.195,-16472
77.196,-16324
77.197,-16283
77.198,-16163
77.199,-16191
77.200,-16266
77.201,-16380
77.202,-16512
77.203,-16625
77.204,-16581
77.205,-16467
77.206,-16459
77.207,-16416
77.208,-16409
77.209,-16387
77.210,-16346
77.211,-16290
77.212,-16149
77.213,-16126
77.214,-16112
77.215,-15986
77.216,-15860
77.217,-15913
77.218,-15931
77.219,-15883
77.220,-15861
77.221,-15898
77.222,-16021
77.223,-16227
77.224,-16357
77.225,-16444
77.226,-16547
77.227,-16643
77.228,-16589
77.229,-16616
77.230,-16691
77.231,-16648
77.232,-16548
77.233,-16410
77.234,-16406
77.235,-16359
77.236,-16256
77.237,-16182
77.238,-16192
77.239,-16329
77.240,-16514
77.241,-16536
77.242,-16502
77.243,-16476
77.244,-16564
77.245,-16644
77.246,-16639
77.247,-16521
77.248,-16466
77.249,-16446
77.250,-16440
77.251,-16509
77.252,-16568
77.253,-16571
77.254,-16567
77.255,-16577
77.256,-16543
77.257,-16636
77.258,-16684
77.259,-16667
77.260,-16596
77.261,-16466
77.262,-16312
77.263,-16317
77.264,-16264
77.265,-16232
77.266,-16201
77.267,-16236
77.268,-16139
77.269,-16138
77.270,-16169
77.271,-16182
77.272,-16243
77.273,-16311
77.274,-16366
77.275,-16444
77.276,-16523
77.277,-16629
77.278,-16668
77.279,-16597
77.280,-16418
77.281,-16229
77.282,-16102
77.283,-15963
77.284,-15990
77.285,-16046
77.286,-16017
77.287,-16008
77.288,-15981
77.289,-15920
77.290,-15938
77.291,-15974
77.292,-15988
77.293,-16111
77.294,-16192
77.295,-16141
77.296,-16112
77.297,-16162
77.298,-16229
77.299,-16234
77.300,-16212
77.301,-16193
77.302,-16160
77.303,-16171
77.304,-16119
77.305,-16238
77.306,-16375
77.307,-16451
77.308,-16391
77.309,-16251
77.310,-16193
77.311,-16182
77.312,-16199
77.313,-16241
77.314,-16319
77.315,-16339
77.316,-16296
77.317,-16312
77.318,-16372
77.319,-16344
77.320,-16232
77.321,-16199
77.322,-16216
77.323,-16322
77.324,-16347
77.325,-16271
77.326,-16176
77.327,-16172
77.328,-16212
77.329,-16196
77.330,-16242
77.331,-16268
77.332,-16307
77.333,-16262
77.334,-16189
77.335,-16180
77.336,-16144
77.337,-16112
77.338,-16175
77.339,-16178
77.340,-16189
77.341,-16160
77.342,-16121
77.343,-16059
77.344,-16044
77.345,-16064
77.346,-16075
77.347,-16126
77.348,-16144
77.349,-16074
77.350,-15983
77.351,-15945
77.352,-15983
77.353,-16046
77.354,-16321
77.355,-16384
77.356,-16312
77.357,-16181
77.358,-16127
77.359,-16146
77.360,-16161
77.361,-16101
77.362,-16086
77.363,-16064
77.364,-16020
77.365,-16077
77.366,-16114
77.367,-16039
77.368,-15992
77.369,-16094
77.370,-16046
77.371,-15938
77.372,-15901
77.373,-15924
77.374,-15852
77.375,-15865
77.376,-15876
77.377,-15949
77.378,-15911
77.379,-15821
77.380,-15782
77.381,-15787
77.382,-15987
77.383,-16137
77.384,-16159
77.385,-16109
77.386,-16049
77.387,-15959
77.388,-15934
77.389,-15825
77.390,-15659
77.391,-15634
77.392,-15543
77.393,-15386
77.394,-15436
77.395,-15548
77.396,-15775
77.397,-15872
77.398,-15954
77.399,-15958
77.400,-15932
77.401,-15906
77.402,-15811
77.403,-15749
77.404,-15779
77.405,-15726
77.406,-15745
77.407,-15884
77.408,-16139
77.409,-16369
77.410,-16367
77.411,-16371
77.412,-16504
77.413,-16526
77.414,-16400
77.415,-16387
77.416,-16288
77.417,-16138
77.418,-16155
77.419,-16302
77.420,-16334
77.421,-16311
77.422,-16524
77.423,-16707
77.424,-16637
77.425,-16516
77.426,-16440
77.427,-16409
77.428,-16473
77.429,-16542
77.430,-16594
77.431,-16514
77.432,-16544
77.433,-16455
77.434,-16379
77.435,-16385
77.436,-16592
77.437,-16872
77.438,-16882
77.439,-16674
77.440,-16582
77.441,-16462
77.442,-16406
77.443,-16401
77.444,-16494
77.445,-16504
77.446,-16514
77.447,-16546
77.448,-16632
77.449,-16813
77.450,-16897
77.451,-16935
77.452,-16716
77.453,-16546
77.454,-16520
77.455,-16483
77.456,-16461
77.457,-16380
77.458,-16294
77.459,-16167
77.460,-16117
77.461,-16234
77.462,-16379
77.463,-16517
77.464,-16592
77.465,-16722
77.466,-16819
77.467,-16854
77.468,-16944
77.469,-17001
77.470,-17068
77.471,-16966
77.472,-16821
77.473,-16842
77.474,-16855
77.475,-16826
77.476,-16991
77.477,-17059
77.478,-17141
77.479,-17247
77.480,-17234
77.481,-17269
77.482,-17264
77.483,-17168
77.484,-17057
77.485,-17014
77.486,-16873
77.487,-16742
77.488,-16871
77.489,-16866
77.490,-16759
77.491,-16767
77.492,-16766
77.493,-16499
77.494,-16202
77.495,-16134
77.496,-16126
77.497,-16143
77.498,-16447
77.499,-17012
77.500,-17078
77.501,-16908
77.502,-16920
77.503,-16859
77.504,-16741
77.505,-16680
77.506,-16616
77.507,-16641
77.508,-16682
77.509,-16668
77.510,-16683
77.511,-16619
77.512,-16337
77.513,-16276
77.514,-16352
77.515,-16280
77.516,-16291
77.517,-16185
77.518,-16093
77.519,-16150
77.520,-16165
77.521,-16126
77.522,-16166
77.523,-16173
77.524,-16152
77.525,-16206
77.526,-16343
77.527,-16434
77.528,-16426
77.529,-16373
77.530,-16401
77.531,-16352
77.532,-16352
77.533,-16361
77.534,-16599
77.535,-16698
77.536,-16630
77.537,-16554
77.538,-16507
77.539,-16572
77.540,-16554
77.541,-16486
77.542,-16461
77.543,-16412
77.544,-16381
77.545,-16288
77.546,-16110
77.547,-15966
77.548,-15917
77.549,-15924
77.550,-15956
77.551,-16007
77.552,-15968
77.553,-16017
77.554,-15991
77.555,-15860
77.556,-15752
77.557,-15567
77.558,-15526
77.559,-15846
77.560,-16147
77.561,-16094
77.562,-16006
77.563,-15967
77.564,-15982
77.565,-16337
77.566,-16424
77.567,-16393
77.568,-16419
77.569,-16445
77.570,-16249
77.571,-15973
77.572,-15974
77.573,-16099
77.574,-16287
77.575,-16425
77.576,-16464
77.577,-16394
77.578,-16290
77.579,-16252
77.580,-16197
77.581,-16226
77.582,-16547
77.583,-17002
77.584,-17141
77.585,-16916
77.586,-16820
77.587,-16857
77.588,-16922
77.589,-16885
77.590,-16844
77.591,-17038
77.592,-17324
77.593,-17626
77.594,-17810
77.595,-18049
77.596,-18148
77.597,-18228
77.598,-18154
77.599,-17967
77.600,-17839
77.601,-17863
77.602,-17878
77.603,-17778
77.604,-17835
77.605,-17926
77.606,-17789
77.607,-17591
77.608,-17491
77.609,-17455
77.610,-17610
77.611,-18057
77.612,-18605
77.613,-18820
77.614,-18572
77.615,-17907
77.616,-17351
77.617,-16596
77.618,-15973
77.619,-15446
77.620,-15126
77.621,-14938
77.622,-14917
77.623,-15121
77.624,-15599
77.625,-16121
77.626,-16510
77.627,-16571
77.628,-16252
77.629,-15927
77.630,-15739
77.631,-15373
77.632,-15036
77.633,-14864
77.634,-14934
77.635,-15161
77.636,-15189
77.637,-15284
77.638,-15538
77.639,-15915
77.640,-16087
77.641,-16237
77.642,-16376
77.643,-16549
77.644,-16667
77.645,-16991
77.646,-17374
77.647,-17431
77.648,-17411
77.649,-17400
77.650,-17203
77.651,-17047
77.652,-16849
77.653,-16776
77.654,-16670
77.655,-16320
77.656,-16259
77.657,-16598
77.658,-16967
77.659,-16935
77.660,-16996
77.661,-17138
77.662,-17014
77.663,-16849
77.664,-16786
77.665,-16811
77.666,-16872
77.667,-17102
77.668,-17214
77.669,-17130
77.670,-17091
77.671,-17007
77.672,-16966
77.673,-16889
77.674,-16799
77.675,-16959
77.676,-16929
77.677,-16634
77.678,-16282
77.679,-16108
77.680,-15901
77.681,-15945
77.682,-16134
77.683,-16276
77.684,-16419
77.685,-16532
77.686,-16316
77.687,-16121
77.688,-16162
77.689,-16148
77.690,-16390
77.691,-16653
77.692,-16664
77.693,-16732
77.694,-16806
77.695,-16793
77.696,-16826
77.697,-16966
77.698,-17150
77.699,-17194
77.700,-17146
77.701,-17274
77.702,-17397
77.703,-17522
77.704,-17371
77.705,-17166
77.706,-17143
77.707,-17062
77.708,-16882
77.709,-16791
77.710,-16802
77.711,-16683
77.712,-16595
77.713,-16546
77.714,-16594
77.715,-16741
77.716,-16641
77.717,-16710
77.718,-16619
77.719,-16706
77.720,-17028
77.721,-17318
77.722,-17356
77.723,-17303
77.724,-17143
77.725,-16881
77.726,-16604
77.727,-16452
77.728,-16433
77.729,-16389
77.730,-16054
77.731,-16064
77.732,-16334
77.733,-16407
77.734,-16481
77.735,-16484
77.736,-16402
77.737,-16451
77.738,-16416
77.739,-16574
77.740,-16718
77.741,-16658
77.742,-16517
77.743,-16654
77.744,-17068
77.745,-17254
77.746,-17021
77.747,-16876
77.748,-16932
77.749,-17034
77.750,-16838
77.751,-16687
77.752,-16610
77.753,-16545
77.754,-16592
77.755,-16737
77.756,-16707
77.757,-16865
77.758,-17071
77.759,-17155
77.760,-17257
77.761,-17303
77.762,-17337
77.763,-17361
77.764,-17422
77.765,-17476
77.766,-17565
77.767,-17657
77.768,-17682
77.769,-17805
77.770,-17894
77.771,-17807
77.772,-17833
77.773,-17901
77.774,-17987
77.775,-18124
77.776,-18164
77.777,-18192
77.778,-18188
77.779,-18099
77.780,-17937
77.781,-18092
77.782,-18303
77.783,-18223
77.784,-18106
77.785,-17951
77.786,-18009
77.787,-18129
77.788,-18108
77.789,-18095
77.790,-18174
77.791,-18385
77.792,-18451
77.793,-18273
77.794,-18231
77.795,-18382
77.796,-18262
77.797,-18164
77.798,-18209
77.799,-18201
77.800,-18269
77.801,-18343
77.802,-18354
77.803,-18350
77.804,-18376
77.805,-18405
77.806,-18469
77.807,-18587
77.808,-18632
77.809,-18536
77.810,-18601
77.811,-18589
77.812,-18528
77.813,-18618
77.814,-18658
77.815,-18601
77.816,-18450
77.817,-18447
77.818,-18623
77.819,-18678
77.820,-18630
77.821,-18564
77.822,-18798
77.823,-19161
77.824,-19252
77.825,-19003
77.826,-18927
77.827,-18862
77.828,-18850
77.829,-18816
77.830,-18691
77.831,-18759
77.832,-18984
77.833,-19158
77.834,-19141
77.835,-18832
77.836,-18926
77.837,-19329
77.838,-19536
77.839,-19441
77.840,-19333
77.841,-19556
77.842,-19843
77.843,-19677
77.844,-19300
77.845,-19186
77.846,-19247
77.847,-19346
77.848,-19393
77.849,-19274
77.850,-19082
77.851,-18909
77.852,-18929
77.853,-19132
77.854,-19099
77.855,-19026
77.856,-18935
77.857,-18712
77.858,-18542
77.859,-18410
77.860,-18288
77.861,-18216
77.862,-18308
77.863,-18405
77.864,-18312
77.865,-18101
77.866,-18111
77.867,-18072
77.868,-18074
77.869,-17921
77.870,-17787
77.871,-17702
77.872,-17680
77.873,-17710
77.874,-17462
77.875,-17299
77.876,-17098
77.877,-17021
77.878,-17079
77.879,-17022
77.880,-16861
77.881,-16684
77.882,-16761
77.883,-16844
77.884,-16888
77.885,-16862
77.886,-16881
77.887,-16872
77.888,-16810
77.889,-16913
77.890,-17059
77.891,-17035
77.892,-16995
77.893,-17079
77.894,-17189
77.895,-17066
77.896,-16876
77.897,-16789
77.898,-16581
77.899,-16456
77.900,-16519
77.901,-16557
77.902,-16602
77.903,-16869
77.904,-16846
77.905,-16655
77.906,-16514
77.907,-16467
77.908,-16466
77.909,-16464
77.910,-16445
77.911,-16275
77.912,-16156
77.913,-16162
77.914,-16092
77.915,-15996
77.916,-15940
77.917,-15903
77.918,-15761
77.919,-15817
77.920,-16136
77.921,-16376
77.922,-16565
77.923,-16806
77.924,-16825
77.925,-16734
77.926,-16620
77.927,-16702
77.928,-16658
77.929,-16464
77.930,-16514
77.931,-16466
77.932,-16081
77.933,-15904
77.934,-15811
77.935,-16004
77.936,-16207
77.937,-16061
77.938,-15995
77.939,-16169
77.940,-16486
77.941,-16808
77.942,-16651
77.943,-16434
77.944,-16412
77.945,-16412
77.946,-16428
77.947,-16482
77.948,-16620
77.949,-16514
77.950,-16466
77.951,-16363
77.952,-16405
77.953,-16533
77.954,-16465
77.955,-16282
77.956,-16299
77.957,-16225
77.958,-16057
77.959,-16013
77.960,-16044
77.961,-16121
77.962,-16104
77.963,-16255
77.964,-16765
77.965,-16778
77.966,-16560
77.967,-16530
77.968,-16621
77.969,-16484
77.970,-16352
77.971,-16531
77.972,-16854
77.973,-16829
77.974,-16694
77.975,-16624
77.976,-16559
77.977,-16371
77.978,-16231
77.979,-16136
77.980,-16076
77.981,-16133
77.982,-16134
77.983,-16053
77.984,-15923
77.985,-16100
77.986,-16395
77.987,-16317
77.988,-16106
77.989,-15961
77.990,-15997
77.991,-16221
77.992,-16231
77.993,-16202
77.994,-16522
77.995,-16866
77.996,-16926
77.997,-16802
77.998,-16717
77.999,-16704
78.000,-16696
78.001,-16764
78.002,-16519
78.003,-16244
78.004,-16314
78.005,-16501
78.006,-16536
78.007,-16586
78.008,-16621
78.009,-16541
78.010,-16404
78.011,-16411
78.012,-16558
78.013,-16486
78.014,-16296
78.015,-16236
78.016,-16452
78.017,-16574
78.018,-16531
78.019,-16658
78.020,-16788
78.021,-16607
78.022,-16652
78.023,-16861
78.024,-17062
78.025,-16999
78.026,-16923
78.027,-16785
78.028,-16720
78.029,-16640
78.030,-16716
78.031,-16874
78.032,-16833
78.033,-16700
78.034,-16662
78.035,-16724
78.036,-16720
78.037,-16685
78.038,-16729
78.039,-16732
78.040,-16627
78.041,-16784
78.042,-17017
78.043,-16709
78.044,-16328
78.045,-16292
78.046,-16476
78.047,-16518
78.048,-16304
78.049,-16077
78.050,-15969
78.051,-16164
78.052,-16497
78.053,-16448
78.054,-16006
78.055,-15982
78.056,-16283
78.057,-16514
78.058,-16749
78.059,-16669
78.060,-16497
78.061,-16311
78.062,-16289
78.063,-16394
78.064,-16395
78.065,-16502
78.066,-16774
78.067,-16822
78.068,-16774
78.069,-16692
78.070,-16646
78.071,-16707
78.072,-16722
78.073,-16748
78.074,-16836
78.075,-16901
78.076,-16841
78.077,-16623
78.078,-16562
78.079,-16579
78.080,-16385
78.081,-16301
78.082,-16419
78.083,-16616
78.084,-16561
78.085,-16545
78.086,-16672
78.087,-16771
78.088,-16802
78.089,-16880
78.090,-16852
78.091,-16606
78.092,-16577
78.093,-16547
78.094,-16560
78.095,-16586
78.096,-16366
78.097,-15959
78.098,-15830
78.099,-16039
78.100,-16272
78.101,-16417
78.102,-16535
78.103,-16498
78.104,-16344
78.105,-16344
78.106,-16391
78.107,-16258
78.108,-16229
78.109,-16294
78.110,-16254
78.111,-16189
78.112,-16362
78.113,-16552
78.114,-16616
78.115,-16575
78.116,-16342
78.117,-16286
78.118,-16271
78.119,-16334
78.120,-16365
78.121,-16187
78.122,-16083
78.123,-16159
78.124,-16201
78.125,-16231
78.126,-16405
78.127,-16366
78.128,-16204
78.129,-16059
78.130,-16221
78.131,-16674
78.132,-16760
78.133,-16736
78.134,-16464
78.135,-16283
78.136,-16249
78.137,-16232
78.138,-16484
78.139,-17016
78.140,-17107
78.141,-16712
78.142,-16639
78.143,-16528
78.144,-16291
78.145,-16134
78.146,-16179
78.147,-16369
78.148,-16435
78.149,-16351
78.150,-16249
78.151,-16340
78.152,-16655
78.153,-16736
78.154,-16486
78.155,-16334
78.156,-16375
78.157,-16404
78.158,-16436
78.159,-16346
78.160,-16279
78.161,-16056
78.162,-15962
78.163,-16112
78.164,-16115
78.165,-16115
78.166,-16129
78.167,-16143
78.168,-16088
78.169,-15972
78.170,-16102
78.171,-16415
78.172,-16556
78.173,-16725
78.174,-16983
78.175,-16901
78.176,-16756
78.177,-16822
78.178,-16959
78.179,-17107
78.180,-17186
78.181,-17220
78.182,-17031
78.183,-16710
78.184,-16536
78.185,-16405
78.186,-16322
78.187,-16256
78.188,-16226
78.189,-16192
78.190,-16242
78.191,-16084
78.192,-15905
78.193,-15856
78.194,-16014
78.195,-16216
78.196,-16321
78.197,-16404
78.198,-16379
78.199,-16265
78.200,-16199
78.201,-16187
78.202,-16197
78.203,-16088
78.204,-16073
78.205,-16192
78.206,-16352
78.207,-16379
78.208,-16350
78.209,-16364
78.210,-16319
78.211,-16213
78.212,-16301
78.213,-16472
78.214,-16569
78.215,-16686
78.216,-16614
78.217,-16462
78.218,-16272
78.219,-16194
78.220,-16149
78.221,-16162
78.222,-16232
78.223,-16369
78.224,-16632
78.225,-16817
78.226,-17062
78.227,-17313
78.228,-17489
78.229,-17566
78.230,-17723
78.231,-17734
78.232,-17766
78.233,-17783
78.234,-17804
78.235,-17774
78.236,-17589
78.237,-17460
78.238,-17332
78.239,-17226
78.240,-17161
78.241,-17228
78.242,-17236
78.243,-17123
78.244,-16964
78.245,-16856
78.246,-16869
78.247,-16867
78.248,-16950
78.249,-16966
78.250,-16853
78.251,-16752
78.252,-16726
78.253,-16691
78.254,-16522
78.255,-16241
78.256,-15904
78.257,-15553
78.258,-14651
78.259,-13749
78.260,-13601
78.261,-13797
78.262,-13819
78.263,-13875
78.264,-14349
78.265,-14814
78.266,-15004
78.267,-15257
78.268,-15527
78.269,-15717
78.270,-15987
78.271,-16475
78.272,-16812
78.273,-17104
78.274,-17379
78.275,-17229
78.276,-16812
78.277,-16489
78.278,-16188
78.279,-15572
78.280,-14927
78.281,-14510
78.282,-14265
78.283,-13891
78.284,-13839
78.285,-14019
78.286,-14265
78.287,-14387
78.288,-14417
78.289,-14146
78.290,-13904
78.291,-14026
78.292,-14483
78.293,-15201
78.294,-15866
78.295,-16314
78.296,-16617
78.297,-16912
78.298,-17169
78.299,-17421
78.300,-17706
78.301,-17826
78.302,-17900
78.303,-18106
78.304,-18269
78.305,-18302
78.306,-18202
78.307,-18067
78.308,-18033
78.309,-17917
78.310,-17854
78.311,-17867
78.312,-17737
78.313,-17631
78.314,-17510
78.315,-17352
78.316,-17158
78.317,-16952
78.318,-17111
78.319,-17460
78.320,-17818
78.321,-17986
78.322,-17946
78.323,-17770
